video_matrix_id,product_id,motivation_id,angle_id,hook_id,subhook_id,usp_id,cta_id,angle_name,hook_text,subhook_text,usp_text,cta_text,primary_bucket,secondary_bucket,angle_family,hook_family,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,best_content_format,platform_surface_fit,video_format,video_duration_fit,scene_direction,opening_visual,product_role,proof_visual,cta_delivery,dialogue_language,copy_tone,raw_claim_tolerance,production_review_required,notion_row_fit,creative_notes,source_batch,matrix_status
MWTCB_VIDMAT_049,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_013,MWTCB_HOOK_037,MWTCB_SUBHOOK_037,MWTCB_USP_025,MWTCB_CTA_013,Salah Makan Kenduri,Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tersekat.,"Gosok membulat dengan minyak cap burung, kejap lagi confirm sendawa puas.",Minyak hijau pekat herba asli tradisional.,Tap beg kuning untuk set buang angin.,STANDBY_BEFORE_NEED,FAMILY_HOME,seasonal_context,seasonal_context,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Lelaki menggosok perutnya yang buncit kembung selepas pulang dari kenduri, muka berkerut menahan senak. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Minyak hijau pekat herba asli tradisional..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_050,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_013,MWTCB_HOOK_038,MWTCB_SUBHOOK_038,MWTCB_USP_025,MWTCB_CTA_013,Salah Makan Kenduri,POV: Beli siap-siap sebab senak perut atau kembung angin selepas makan makanan berat di majlis kenduri.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,Minyak hijau pekat herba asli tradisional.,Tap beg kuning untuk set buang angin.,STANDBY_BEFORE_NEED,FAMILY_HOME,seasonal_context,seasonal_context,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,POV_scene,20s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Lelaki menggosok perutnya yang buncit kembung selepas pulang dari kenduri, muka berkerut menahan senak. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Minyak hijau pekat herba asli tradisional..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style POV_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_051,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_013,MWTCB_HOOK_039,MWTCB_SUBHOOK_039,MWTCB_USP_025,MWTCB_CTA_013,Salah Makan Kenduri,Jangan tunggu sampai senak perut atau kembung angin selepas makan makanan berat di majlis kenduri baru sibuk nak cari minyak!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Minyak hijau pekat herba asli tradisional.,Tap beg kuning untuk set buang angin.,STANDBY_BEFORE_NEED,FAMILY_HOME,seasonal_context,seasonal_context,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,hybrid_video,20s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Lelaki menggosok perutnya yang buncit kembung selepas pulang dari kenduri, muka berkerut menahan senak. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Minyak hijau pekat herba asli tradisional..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style warning_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_052,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_013,MWTCB_HOOK_037,MWTCB_SUBHOOK_038,MWTCB_USP_026,MWTCB_CTA_013,Salah Makan Kenduri,Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tersekat.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,Sediaan herba asli tradisional untuk standby keluarga.,Tap beg kuning untuk set buang angin.,STANDBY_BEFORE_NEED,FAMILY_HOME,seasonal_context,seasonal_context,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Lelaki menggosok perutnya yang buncit kembung selepas pulang dari kenduri, muka berkerut menahan senak. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Sediaan herba asli tradisional untuk standby keluarga..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_053,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_014,MWTCB_HOOK_040,MWTCB_SUBHOOK_040,MWTCB_USP_027,MWTCB_CTA_014,Kembung Bayi Baru Lahir,New parents paling panik bila perut anak kembung keras tengah malam.,Formula asli warisan tradisional yang selamat untuk kegunaan keluarga.,Petua asli 1958 yang mak ayah kita sendiri pernah guna.,Beli set bayi standby sekarang.,STANDBY_BEFORE_NEED,FAMILY_HOME,family_home,family_home,cold_scroll,universal_household,SOFT,rumah,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Ibu muda menyapu lembut setitik minyak pada tapak kaki dan perut bayi yang sedang bertenang. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Petua asli 1958 yang mak ayah kita sendiri pernah guna..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, soft",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_SOFT,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_054,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_014,MWTCB_HOOK_041,MWTCB_SUBHOOK_041,MWTCB_USP_027,MWTCB_CTA_014,Kembung Bayi Baru Lahir,POV: Beli siap-siap sebab kebimbangan ibu bapa baru apabila perut bayi keras berangin dan bayi menangis.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut kembung anak.,Petua asli 1958 yang mak ayah kita sendiri pernah guna.,Beli set bayi standby sekarang.,STANDBY_BEFORE_NEED,FAMILY_HOME,family_home,family_home,cold_scroll,universal_household,SOFT,rumah,fear_of_not_having,hybrid_video,poster_ads,POV_scene,20s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Ibu muda menyapu lembut setitik minyak pada tapak kaki dan perut bayi yang sedang bertenang. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Petua asli 1958 yang mak ayah kita sendiri pernah guna..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, soft",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_SOFT,Maps to hook style POV_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_055,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_014,MWTCB_HOOK_042,MWTCB_SUBHOOK_042,MWTCB_USP_027,MWTCB_CTA_014,Kembung Bayi Baru Lahir,Pernah tak korang gelabah bila kebimbangan ibu bapa baru apabila perut bayi keras berangin dan bayi menangis?,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Petua asli 1958 yang mak ayah kita sendiri pernah guna.,Beli set bayi standby sekarang.,STANDBY_BEFORE_NEED,FAMILY_HOME,family_home,family_home,cold_scroll,universal_household,SOFT,rumah,fear_of_not_having,hybrid_video,poster_ads,UGC_talking_head,30s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Ibu muda menyapu lembut setitik minyak pada tapak kaki dan perut bayi yang sedang bertenang. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Petua asli 1958 yang mak ayah kita sendiri pernah guna..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, soft",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_SOFT,Maps to hook style question_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_056,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_014,MWTCB_HOOK_040,MWTCB_SUBHOOK_041,MWTCB_USP_028,MWTCB_CTA_014,Kembung Bayi Baru Lahir,New parents paling panik bila perut anak kembung keras tengah malam.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut kembung anak.,Sediaan herba asli tradisional untuk standby keluarga.,Beli set bayi standby sekarang.,STANDBY_BEFORE_NEED,FAMILY_HOME,family_home,family_home,cold_scroll,universal_household,SOFT,rumah,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Ibu muda menyapu lembut setitik minyak pada tapak kaki dan perut bayi yang sedang bertenang. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Sediaan herba asli tradisional untuk standby keluarga..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, soft",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_SOFT,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_057,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_015,MWTCB_HOOK_043,MWTCB_SUBHOOK_043,MWTCB_USP_029,MWTCB_CTA_015,Senak Ulu Hati Balik Kerja,Balik kerja malam makan lewat ulu hati start memulas berangin.,Sapu membulat minyak cap burung herba asli di perut melegakan senak.,Formula asli turun-temurun sejak 1958 yang dipercayai.,Standby satu botol di meja makan.,STANDBY_BEFORE_NEED,FAMILY_HOME,standby_before_need,standby_before_need,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Pekerja kilang duduk memegang dadanya yang senak di ruang tamu rumah kondo malam hari. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Formula asli turun-temurun sejak 1958 yang dipercayai..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_058,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_015,MWTCB_HOOK_044,MWTCB_SUBHOOK_044,MWTCB_USP_029,MWTCB_CTA_015,Senak Ulu Hati Balik Kerja,POV: Beli siap-siap sebab senak perut atau pedih ulu hati akibat makan lambat selepas seharian bekerja lasak.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,Formula asli turun-temurun sejak 1958 yang dipercayai.,Standby satu botol di meja makan.,STANDBY_BEFORE_NEED,FAMILY_HOME,standby_before_need,standby_before_need,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,POV_scene,20s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Pekerja kilang duduk memegang dadanya yang senak di ruang tamu rumah kondo malam hari. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Formula asli turun-temurun sejak 1958 yang dipercayai..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style POV_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_059,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_015,MWTCB_HOOK_045,MWTCB_SUBHOOK_045,MWTCB_USP_029,MWTCB_CTA_015,Senak Ulu Hati Balik Kerja,Jangan tunggu sampai senak perut atau pedih ulu hati akibat makan lambat selepas seharian bekerja lasak baru sibuk nak cari minyak!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Formula asli turun-temurun sejak 1958 yang dipercayai.,Standby satu botol di meja makan.,STANDBY_BEFORE_NEED,FAMILY_HOME,standby_before_need,standby_before_need,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,hybrid_video,20s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Pekerja kilang duduk memegang dadanya yang senak di ruang tamu rumah kondo malam hari. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Formula asli turun-temurun sejak 1958 yang dipercayai..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style warning_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_060,MWTCB_25ML,MWTCB_25ML__xlsx__BM049,MWTCB_ANG_015,MWTCB_HOOK_043,MWTCB_SUBHOOK_044,MWTCB_USP_030,MWTCB_CTA_015,Senak Ulu Hati Balik Kerja,Balik kerja malam makan lewat ulu hati start memulas berangin.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,Sediaan herba asli tradisional untuk standby keluarga.,Standby satu botol di meja makan.,STANDBY_BEFORE_NEED,FAMILY_HOME,standby_before_need,standby_before_need,cold_scroll,universal_household,BOLD,rumah,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Pekerja kilang duduk memegang dadanya yang senak di ruang tamu rumah kondo malam hari. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Sediaan herba asli tradisional untuk standby keluarga..,Overlay teks 'Standby Satu Rumah' dengan visual laci dibuka.,Bahasa Melayu,"vernakular Melayu, bold",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_BOLD,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_061,MWTCB_25ML,MWTCB_25ML__zip_csv__BM001,MWTCB_ANG_016,MWTCB_HOOK_046,MWTCB_SUBHOOK_046,MWTCB_USP_031,MWTCB_CTA_016,Drama Midnight Melalak,"Anak mula meragam pukul 2 pagi, waktu tu baru kau nak menggelimpang cari minyak?",Jangan tunggu anak melalak baru nak geledah almari. Sapu siap-siap.,Formula asli sejak 1958 yang dipercayai turun-temurun.,Tap Beg Kuning Standby segera.,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,standby_before_need,standby_before_need,ready_to_buy,mak_mak,AGGRESSIVE,malam,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Bayi menangis kuat dalam pelukan ibu pada pukul 2:15 pagi, ayah kelam kabut mencari botol minyak Cap Burung. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Formula asli sejak 1958 yang dipercayai turun-temurun..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, aggressive",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_AGGRESSIVE,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_062,MWTCB_25ML,MWTCB_25ML__zip_csv__BM001,MWTCB_ANG_016,MWTCB_HOOK_047,MWTCB_SUBHOOK_047,MWTCB_USP_031,MWTCB_CTA_016,Drama Midnight Melalak,"POV: Beli siap-siap sebab anak melalak tengah malam kerana tidak selesa perut, mengganggu tidur seluruh rumah.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut kembung anak.,Formula asli sejak 1958 yang dipercayai turun-temurun.,Tap Beg Kuning Standby segera.,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,standby_before_need,standby_before_need,ready_to_buy,mak_mak,AGGRESSIVE,malam,fear_of_not_having,hybrid_video,poster_ads,POV_scene,20s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Bayi menangis kuat dalam pelukan ibu pada pukul 2:15 pagi, ayah kelam kabut mencari botol minyak Cap Burung. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Formula asli sejak 1958 yang dipercayai turun-temurun..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, aggressive",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_AGGRESSIVE,Maps to hook style POV_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_063,MWTCB_25ML,MWTCB_25ML__zip_csv__BM001,MWTCB_ANG_016,MWTCB_HOOK_048,MWTCB_SUBHOOK_048,MWTCB_USP_031,MWTCB_CTA_016,Drama Midnight Melalak,"Jangan tunggu sampai anak melalak tengah malam kerana tidak selesa perut, mengganggu tidur seluruh rumah baru sibuk nak cari minyak!",Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Formula asli sejak 1958 yang dipercayai turun-temurun.,Tap Beg Kuning Standby segera.,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,standby_before_need,standby_before_need,ready_to_buy,mak_mak,AGGRESSIVE,malam,fear_of_not_having,hybrid_video,poster_ads,hybrid_video,20s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Bayi menangis kuat dalam pelukan ibu pada pukul 2:15 pagi, ayah kelam kabut mencari botol minyak Cap Burung. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Formula asli sejak 1958 yang dipercayai turun-temurun..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, aggressive",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_AGGRESSIVE,Maps to hook style warning_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_064,MWTCB_25ML,MWTCB_25ML__zip_csv__BM001,MWTCB_ANG_016,MWTCB_HOOK_046,MWTCB_SUBHOOK_047,MWTCB_USP_032,MWTCB_CTA_016,Drama Midnight Melalak,"Anak mula meragam pukul 2 pagi, waktu tu baru kau nak menggelimpang cari minyak?",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut kembung anak.,Sediaan herba asli tradisional untuk standby keluarga.,Tap Beg Kuning Standby segera.,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,standby_before_need,standby_before_need,ready_to_buy,mak_mak,AGGRESSIVE,malam,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,"Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Bayi menangis kuat dalam pelukan ibu pada pukul 2:15 pagi, ayah kelam kabut mencari botol minyak Cap Burung. Seterusnya tunjukkan sapuan minyak hijau secara dekat.",Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Sediaan herba asli tradisional untuk standby keluarga..,Overlay teks beg kuning TikTok Shop berkelip dengan anak panah menunjuk ke bawah.,Bahasa Melayu,"vernakular Melayu, aggressive",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_AGGRESSIVE,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_065,MWTCB_25ML,MWTCB_25ML__zip_csv__BM001,MWTCB_ANG_017,MWTCB_HOOK_049,MWTCB_SUBHOOK_049,MWTCB_USP_033,MWTCB_CTA_017,Lutut Kebas Lepas Berkebun,"Ayah kau kalau dah start berkebun, petang confirm mengadu tangan kebas.","Bagi dia minyak hijau cap burung. Sekali tonyoh, urat tegang terus lembut.",Petua Turun Temurun 1958 warisan lama.,Beli untuk mak ayah hari ini.,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,persona_specific,persona_specific,ready_to_buy,mak_mak,MODERATE,malam,fear_of_not_having,hybrid_video,poster_ads,product_only_video,6s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Ayah tua duduk di kerusi pangkin luar rumah memicit-micit pergelangan tangannya yang lenguh selepas mencangkul tanah. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Petua Turun Temurun 1958 warisan lama..,Narator sebut 'Tap beg kuning di bawah untuk dapatkan promosi sekarang!',Bahasa Melayu,"vernakular Melayu, moderate",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_MODERATE,Maps to hook style standby_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
MWTCB_VIDMAT_066,MWTCB_25ML,MWTCB_25ML__zip_csv__BM001,MWTCB_ANG_017,MWTCB_HOOK_050,MWTCB_SUBHOOK_050,MWTCB_USP_033,MWTCB_CTA_017,Lutut Kebas Lepas Berkebun,POV: Beli siap-siap sebab warga emas mengalami kebas tangan atau lenguh lutut selepas melakukan hobi harian.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan kebas-kebas kaki tangan.,Petua Turun Temurun 1958 warisan lama.,Beli untuk mak ayah hari ini.,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,persona_specific,persona_specific,ready_to_buy,mak_mak,MODERATE,malam,fear_of_not_having,hybrid_video,poster_ads,POV_scene,20s,Visual bermula dengan: Tangan gelabah mencari botol di dalam laci kecemasan malam-malam. Kemudian beralih ke scene: Ayah tua duduk di kerusi pangkin luar rumah memicit-micit pergelangan tangannya yang lenguh selepas mencangkul tanah. Seterusnya tunjukkan sapuan minyak hijau secara dekat.,Tangan gelabah mencari botol di dalam laci kecemasan malam-malam.,Standby item kecemasan rumah yang sedia digunakan bila-bila masa.,Close up botol retro cap merah. Tunjukkan teks USP: Petua Turun Temurun 1958 warisan lama..,Narator sebut 'Tap beg kuning di bawah untuk dapatkan promosi sekarang!',Bahasa Melayu,"vernakular Melayu, moderate",HIGH,YES,MWTCB_VID_STANDBY_BEFORE_NEED_MODERATE,Maps to hook style POV_hook and angle mechanism fear_of_not_having,2026-06-19_part7_poster_video_matrix,draft
