notion_row_id,product_id,production_type,source_matrix_id,prompt_pack_id,motivation_id,angle_id,hook_id,subhook_id,usp_id,cta_id,angle_name,angle_family,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,primary_bucket,secondary_bucket,headline_or_hook,subheadline_or_subhook,usp_text,cta_text,format_family,platform_surface_fit,creative_output_type,raw_claim_tolerance,production_review_required,operator_edit_required,recommended_view,priority_score,production_notes,source_batch,row_status
MWTCB_NOTION_ROW_0011,MWTCB_25ML,video,MWTCB_VIDMAT_011,MWTCB_VID_PACK_011,MWTCB_25ML__xlsx__BM001,MWTCB_ANG_003,MWTCB_HOOK_009,MWTCB_SUBHOOK_009,MWTCB_USP_005,MWTCB_CTA_003,Need-Before-Need Mindset,standby_before_need,cold_scroll,universal_household,BOLD,rumah,before_need_preparation,STANDBY_BEFORE_NEED,FAMILY_HOME,Jangan tunggu sampai mengubah tabiat membeli dari 'membeli ketika sakit' kepada 'stok awal sebelum sakit' baru sibuk nak cari minyak!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Formula turun-temurun yang bertahan sejak 1958.,Klik beg kuning untuk persediaan rumah.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0012,MWTCB_25ML,video,MWTCB_VIDMAT_012,MWTCB_VID_PACK_012,MWTCB_25ML__xlsx__BM001,MWTCB_ANG_003,MWTCB_HOOK_007,MWTCB_SUBHOOK_008,MWTCB_USP_006,MWTCB_CTA_003,Need-Before-Need Mindset,standby_before_need,cold_scroll,universal_household,BOLD,rumah,before_need_preparation,STANDBY_BEFORE_NEED,FAMILY_HOME,"Benda ni beli bukan sebab tengah sakit, tapi sebab tahu nanti akan perlu.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Sediaan herba asli tradisional untuk standby keluarga.,Klik beg kuning untuk persediaan rumah.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0013,MWTCB_25ML,video,MWTCB_VIDMAT_013,MWTCB_VID_PACK_013,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_004,MWTCB_HOOK_010,MWTCB_SUBHOOK_010,MWTCB_USP_007,MWTCB_CTA_004,Notis Sengal Sendi Tiba-Tiba,standby_before_need,warm_interest,universal_household,BOLD,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,Badan tak bagi e-mel makluman sebelum urat tengkuk kau kejang.,Sebab tu botol kecil ni kena ada sentiasa atas meja kerja.,Herba pekat tradisional asli yang meresap pantas.,Simpan satu botol dekat ofis sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0014,MWTCB_25ML,video,MWTCB_VIDMAT_014,MWTCB_VID_PACK_014,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_004,MWTCB_HOOK_011,MWTCB_SUBHOOK_011,MWTCB_USP_007,MWTCB_CTA_004,Notis Sengal Sendi Tiba-Tiba,standby_before_need,warm_interest,universal_household,BOLD,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,POV: Beli siap-siap sebab masalah sendi atau otot yang tegang menyerang secara tiba-tiba tanpa amaran.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,Herba pekat tradisional asli yang meresap pantas.,Simpan satu botol dekat ofis sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0015,MWTCB_25ML,video,MWTCB_VIDMAT_015,MWTCB_VID_PACK_015,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_004,MWTCB_HOOK_012,MWTCB_SUBHOOK_012,MWTCB_USP_007,MWTCB_CTA_004,Notis Sengal Sendi Tiba-Tiba,standby_before_need,warm_interest,universal_household,BOLD,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,Jangan tunggu sampai masalah sendi atau otot yang tegang menyerang secara tiba-tiba tanpa amaran baru sibuk nak cari minyak!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Herba pekat tradisional asli yang meresap pantas.,Simpan satu botol dekat ofis sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0016,MWTCB_25ML,video,MWTCB_VIDMAT_016,MWTCB_VID_PACK_016,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_004,MWTCB_HOOK_010,MWTCB_SUBHOOK_011,MWTCB_USP_008,MWTCB_CTA_004,Notis Sengal Sendi Tiba-Tiba,standby_before_need,warm_interest,universal_household,BOLD,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,Badan tak bagi e-mel makluman sebelum urat tengkuk kau kejang.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,Sediaan herba asli tradisional untuk standby keluarga.,Simpan satu botol dekat ofis sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0017,MWTCB_25ML,video,MWTCB_VIDMAT_017,MWTCB_VID_PACK_017,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_005,MWTCB_HOOK_013,MWTCB_SUBHOOK_013,MWTCB_USP_009,MWTCB_CTA_005,Bedside Table Standby,practical_storage,warm_interest,universal_household,SOFT,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,"Bila badan mula buat hal waktu malam, malas gila nak bangun cari minyak satu rumah.","Letak sebiji tepi katil, capai saja tanpa buka mata.",Bau herba asli yang menenangkan tidur.,Sauk set tidur lena tepi katil sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,25,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0018,MWTCB_25ML,video,MWTCB_VIDMAT_018,MWTCB_VID_PACK_018,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_005,MWTCB_HOOK_014,MWTCB_SUBHOOK_014,MWTCB_USP_009,MWTCB_CTA_005,Bedside Table Standby,practical_storage,warm_interest,universal_household,SOFT,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,POV: Beli siap-siap sebab kemudahan mencapai minyak angin dari katil ketika tidak selesa malam hari.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Bau herba asli yang menenangkan tidur.,Sauk set tidur lena tepi katil sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,25,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0019,MWTCB_25ML,video,MWTCB_VIDMAT_019,MWTCB_VID_PACK_019,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_005,MWTCB_HOOK_015,MWTCB_SUBHOOK_015,MWTCB_USP_009,MWTCB_CTA_005,Bedside Table Standby,practical_storage,warm_interest,universal_household,SOFT,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,Pernah tak korang gelabah bila kemudahan mencapai minyak angin dari katil ketika tidak selesa malam hari?,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Bau herba asli yang menenangkan tidur.,Sauk set tidur lena tepi katil sekarang.,UGC,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,25,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0020,MWTCB_25ML,video,MWTCB_VIDMAT_020,MWTCB_VID_PACK_020,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_005,MWTCB_HOOK_013,MWTCB_SUBHOOK_014,MWTCB_USP_010,MWTCB_CTA_005,Bedside Table Standby,practical_storage,warm_interest,universal_household,SOFT,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,"Bila badan mula buat hal waktu malam, malas gila nak bangun cari minyak satu rumah.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Sediaan herba asli tradisional untuk standby keluarga.,Sauk set tidur lena tepi katil sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,25,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0021,MWTCB_25ML,video,MWTCB_VIDMAT_021,MWTCB_VID_PACK_021,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_006,MWTCB_HOOK_016,MWTCB_SUBHOOK_016,MWTCB_USP_011,MWTCB_CTA_006,Kecemasan Tengah Malam Orang Tua,standby_before_need,warm_interest,universal_household,AGGRESSIVE,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,"Tengah lena tidur tiba-tiba betis kejang menyucuk, takkan baru nak panggil anak?",Standby botol kecil Cap Burung tepi bantal untuk sapuan pantas.,Formula asli tradisional dengan herba hangat melonggarkan kejang.,Dapatkan set tidur lena sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0022,MWTCB_25ML,video,MWTCB_VIDMAT_022,MWTCB_VID_PACK_022,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_006,MWTCB_HOOK_017,MWTCB_SUBHOOK_017,MWTCB_USP_011,MWTCB_CTA_006,Kecemasan Tengah Malam Orang Tua,standby_before_need,warm_interest,universal_household,AGGRESSIVE,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,POV: Beli siap-siap sebab warga emas tiba-tiba mengalami kejang betis tengah malam buta dalam cuaca sejuk.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,Formula asli tradisional dengan herba hangat melonggarkan kejang.,Dapatkan set tidur lena sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0023,MWTCB_25ML,video,MWTCB_VIDMAT_023,MWTCB_VID_PACK_023,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_006,MWTCB_HOOK_018,MWTCB_SUBHOOK_018,MWTCB_USP_011,MWTCB_CTA_006,Kecemasan Tengah Malam Orang Tua,standby_before_need,warm_interest,universal_household,AGGRESSIVE,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,Jangan tunggu sampai warga emas tiba-tiba mengalami kejang betis tengah malam buta dalam cuaca sejuk baru sibuk nak cari minyak!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Formula asli tradisional dengan herba hangat melonggarkan kejang.,Dapatkan set tidur lena sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0024,MWTCB_25ML,video,MWTCB_VIDMAT_024,MWTCB_VID_PACK_024,MWTCB_25ML__xlsx__BM002,MWTCB_ANG_006,MWTCB_HOOK_016,MWTCB_SUBHOOK_017,MWTCB_USP_012,MWTCB_CTA_006,Kecemasan Tengah Malam Orang Tua,standby_before_need,warm_interest,universal_household,AGGRESSIVE,laci,fear_of_not_having,STANDBY_BEFORE_NEED,PRACTICAL_STORAGE,"Tengah lena tidur tiba-tiba betis kejang menyucuk, takkan baru nak panggil anak?",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,Sediaan herba asli tradisional untuk standby keluarga.,Dapatkan set tidur lena sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0025,MWTCB_25ML,video,MWTCB_VIDMAT_025,MWTCB_VID_PACK_025,MWTCB_25ML__xlsx__BM015,MWTCB_ANG_007,MWTCB_HOOK_019,MWTCB_SUBHOOK_019,MWTCB_USP_013,MWTCB_CTA_007,Penyesalan Malam Sunyi,standby_before_need,cold_scroll,universal_household,AGGRESSIVE,rumah,before_need_preparation,STANDBY_BEFORE_NEED,MULTI_BUY,Sakit perut pukul 3 pagi baru nak menyesal almari kosong?,Minyak Cap Burung ni patut ada sebelum perut mula memulas.,Petua tradisional tulen sejak 1958.,Jangan tunggu kena baru cari. Beli hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0026,MWTCB_25ML,video,MWTCB_VIDMAT_026,MWTCB_VID_PACK_026,MWTCB_25ML__xlsx__BM015,MWTCB_ANG_007,MWTCB_HOOK_020,MWTCB_SUBHOOK_020,MWTCB_USP_013,MWTCB_CTA_007,Penyesalan Malam Sunyi,standby_before_need,cold_scroll,universal_household,AGGRESSIVE,rumah,before_need_preparation,STANDBY_BEFORE_NEED,MULTI_BUY,POV: Beli siap-siap sebab penyesalan tidak membeli awal apabila perut mula memulas tajam di waktu malam.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,Petua tradisional tulen sejak 1958.,Jangan tunggu kena baru cari. Beli hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0027,MWTCB_25ML,video,MWTCB_VIDMAT_027,MWTCB_VID_PACK_027,MWTCB_25ML__xlsx__BM015,MWTCB_ANG_007,MWTCB_HOOK_021,MWTCB_SUBHOOK_021,MWTCB_USP_013,MWTCB_CTA_007,Penyesalan Malam Sunyi,standby_before_need,cold_scroll,universal_household,AGGRESSIVE,rumah,before_need_preparation,STANDBY_BEFORE_NEED,MULTI_BUY,Jangan tunggu sampai penyesalan tidak membeli awal apabila perut mula memulas tajam di waktu malam baru sibuk nak cari minyak!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Petua tradisional tulen sejak 1958.,Jangan tunggu kena baru cari. Beli hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0028,MWTCB_25ML,video,MWTCB_VIDMAT_028,MWTCB_VID_PACK_028,MWTCB_25ML__xlsx__BM015,MWTCB_ANG_007,MWTCB_HOOK_019,MWTCB_SUBHOOK_020,MWTCB_USP_014,MWTCB_CTA_007,Penyesalan Malam Sunyi,standby_before_need,cold_scroll,universal_household,AGGRESSIVE,rumah,before_need_preparation,STANDBY_BEFORE_NEED,MULTI_BUY,Sakit perut pukul 3 pagi baru nak menyesal almari kosong?,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,Sediaan herba asli tradisional untuk standby keluarga.,Jangan tunggu kena baru cari. Beli hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,15,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0029,MWTCB_25ML,video,MWTCB_VIDMAT_029,MWTCB_VID_PACK_029,MWTCB_25ML__xlsx__BM015,MWTCB_ANG_008,MWTCB_HOOK_022,MWTCB_SUBHOOK_022,MWTCB_USP_015,MWTCB_CTA_008,First Aid Box Checklist,household_readiness,cold_scroll,universal_household,MODERATE,rumah,before_need_preparation,STANDBY_BEFORE_NEED,MULTI_BUY,Kotak kecemasan kau penuh plaster tapi minyak angin herba tiada?,Lengkapkan ubat standby rumah dengan formula asli 1958.,Cap merah mudah dicam ketika kecemasan.,Sauk promo kit kecemasan rumah sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,MEDIUM,NO,OPTIONAL,BATCH_REVIEW,62,Medium claim tolerance — batch review recommended. Submit only after operator spot-check.,2026-06-19_part8_notion_prompt_pack,draft
