motivation_id,primary_bucket,secondary_bucket,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,best_content_format,best_platform_surface,bundle_potential,repeat_purchase_potential,strongest_hook_from_this_motivation,expansion_priority,notes_for_angle_generation
BM_021,TRAVEL_CAR_BAG,NOSTALGIA_TRUST,repeat_buyer,driver_travel,AGGRESSIVE,travel,multi_location_logic,UGC_talking_head,TikTok_Shop_video,HIGH,LOW,"""Jenis kepala tak tahan jalan bengkang-bengkok? Mula lah pening nak muntah.""",MEDIUM,Expand as travel_car_bag angle using Hook/Use Moment with proof: Bau herba tradisional asli. Keep raw sales tension; split final variants by boldness.
BM_022,VISUAL_RECOGNITION,PRACTICAL_STORAGE,ready_to_buy,mak_mak,BOLD,malam,family_responsibility,product_only_video,TikTok_Shop_video,LOW,LOW,"""Anak study sampai malam suntuk tapi asyik mengantuk sebab badan lenguh?""",MEDIUM,Expand as visual_recognition angle using PPPP with proof: Bau herba menyegarkan. Keep raw sales tension; split final variants by boldness.
BM_023,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,ready_to_buy,nostalgia_buyer,BOLD,malam,fear_of_not_having,poster_ad,poster_ads,MEDIUM,MEDIUM,"""Rumah nampak lawa, tapi bila perut memulas tengah malam satu minyak angin pun tak ada?""",MEDIUM,Expand as standby_before_need angle using Hook/Fear of Not Having with proof: Barang wajib rumah sejak 1958. Keep raw sales tension; split final variants by boldness.
BM_024,FAMILY_HOME,NOSTALGIA_TRUST,repeat_buyer,anak_beli_untuk_parent,AGGRESSIVE,balik_kampung,family_responsibility,UGC_talking_head,TikTok_Shop_video,HIGH,HIGH,"""Siksa tengok mak ayah nak naik tangga surau sebab lutut bunyi ketat?""",HIGH,Expand as family_home angle using PASTOR with proof: Formula urut tradisional. Keep raw sales tension; split final variants by boldness.
BM_025,VISUAL_RECOGNITION,NOSTALGIA_TRUST,ready_to_buy,lelaki_bekerja,AGGRESSIVE,kerja,visual_recognition,product_only_video,TikTok_Shop_video,MEDIUM,LOW,"""Tengah masak tersalah rentap kuali sampai pergelangan tangan terseliuh?""",MEDIUM,Expand as visual_recognition angle using PAS with proof: Formula urut asli. Keep raw sales tension; split final variants by boldness.
BM_026,SEASONAL_CONTEXT,NOSTALGIA_TRUST,repeat_buyer,anak_beli_untuk_parent,AGGRESSIVE,balik_kampung,multi_location_logic,poster_ad,poster_ads,HIGH,LOW,"""Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tak lepas.""",HIGH,Expand as seasonal_context angle using QUEST with proof: Formula asli tradisional. Keep raw sales tension; split final variants by boldness.
BM_027,TRAVEL_CAR_BAG,MULTI_BUY,repeat_buyer,driver_travel,BOLD,beg,multi_location_logic,POV_scene,TikTok_Shop_video,HIGH,HIGH,"""Dalam glove box kereta kau ada apa? Pen rosak? Resit lama? Standby benda ni.""",MEDIUM,Expand as travel_car_bag angle using Hook/Multi-location with proof: Botol kecil tak pecah. Keep raw sales tension; split final variants by boldness.
BM_028,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,BOLD,rumah,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Dah bosan beli minyak angin viral yang bau jer wangi tapi sakit tak hilang?""",HIGH,Expand as nostalgia_trust angle using BAB with proof: Formula sejak 1958 asli. Keep raw sales tension; split final variants by boldness.
BM_029,FAMILY_HOME,STANDBY_BEFORE_NEED,ready_to_buy,mak_mak,BOLD,rumah,family_responsibility,UGC_talking_head,TikTok_Shop_video,LOW,MEDIUM,"""New parents paling takut bila anak start nangis perut keras. Jangan panik.""",MEDIUM,Expand as family_home angle using PPPP with proof: Petua turun temurun aman. Keep raw sales tension; split final variants by boldness.
BM_030,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,SOFT,kerja,fear_of_not_having,product_only_video,TikTok_Shop_video,LOW,LOW,"""Kerja shift malam kilang atau security? Angin malam sejuk mencerah urat.""",HIGH,Expand as visual_recognition angle using AIDA with proof: Minyak hijau pekat. Keep raw sales tension; split final variants by boldness.
BM_031,NOSTALGIA_TRUST,FAMILY_HOME,ready_to_buy,universal_household,AGGRESSIVE,malam,household_readiness,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Bangun pagi leher terus kaku tak boleh toleh? Siksa ooo kena salah bantal.""",HIGH,Expand as nostalgia_trust angle using PAS with proof: Herba meresap pantas. Keep raw sales tension; split final variants by boldness.
BM_032,FAMILY_HOME,NOSTALGIA_TRUST,gift_buyer,anak_beli_untuk_parent,BOLD,balik_kampung,family_responsibility,UGC_talking_head,TikTok_Shop_video,LOW,HIGH,"""Mak ayah jenis susah tidur malam sebab kaki rasa kebas berdenyut?""",MEDIUM,Expand as family_home angle using PASTOR with proof: Formula herba tradisional. Keep raw sales tension; split final variants by boldness.
BM_033,PRACTICAL_STORAGE,VISUAL_RECOGNITION,ready_to_buy,family_home_buyer,BOLD,beg,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Ingat umur 20-an tak boleh sakit pinggang? Jaga-jaga, urat tak kenal usia.""",MEDIUM,Expand as practical_storage angle using QUEST with proof: Saiz kecil praktikal. Keep raw sales tension; split final variants by boldness.
BM_034,VISUAL_RECOGNITION,TRAVEL_CAR_BAG,repeat_buyer,anak_beli_untuk_parent,MODERATE,malam,fear_of_not_having,product_only_video,TikTok_Shop_video,HIGH,HIGH,"""Kaki pancing laut malam tahu betapa kejamnya angin laut kalau masuk botol urat.""",LOW,Expand as visual_recognition angle using HSO with proof: Botol kaca kuat. Keep raw sales tension; split final variants by boldness.
BM_035,SEASONAL_CONTEXT,NOSTALGIA_TRUST,cold_scroll,universal_household,AGGRESSIVE,malam,household_readiness,poster_ad,poster_ads,LOW,LOW,"""Malam-malam kalau cuaca sejuk, dada mula rasa ketat dan batuk angin?""",MEDIUM,Expand as seasonal_context angle using FAB with proof: Bau herba semula jadi asli. Keep raw sales tension; split final variants by boldness.
BM_036,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,MODERATE,rumah,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Bukan minyak angin cap komersial boring. Tengok botol kaca hijau retro ni.""",LOW,"Expand as nostalgia_trust angle using Hook/Visual Recognition with proof: Botol kaca hijau, cap merah. Keep raw sales tension; split final variants by boldness."
BM_037,STANDBY_BEFORE_NEED,FAMILY_HOME,ready_to_buy,universal_household,AGGRESSIVE,malam,household_readiness,poster_ad,poster_ads,LOW,MEDIUM,"""Pagi-pagi bangun tidur, pijak jer lantai terus tumit rasa menyucuk bisa?""",HIGH,Expand as standby_before_need angle using PASTOR with proof: Formula urut serap. Keep raw sales tension; split final variants by boldness.
BM_038,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,warm_interest,lelaki_bekerja,AGGRESSIVE,malam,fear_of_not_having,product_only_video,TikTok_Shop_video,MEDIUM,LOW,"""Abang uniform bertugas banting tulang, badan malam-malam rasa lenguh menyucuk?""",MEDIUM,Expand as visual_recognition angle using PAS with proof: Formula tegar 1958. Keep raw sales tension; split final variants by boldness.
BM_039,NOSTALGIA_TRUST,TIKTOK_CURIOSITY,repeat_buyer,anak_beli_untuk_parent,BOLD,rumah,multi_location_logic,hybrid_video,TikTok_Shop_video,HIGH,MEDIUM,"""Fikir business sampai urat kepala rasa nak meletup? Stress sangat ni.""",LOW,Expand as nostalgia_trust angle using Hook/Pain with proof: Bau herba aroma tradisi. Keep raw sales tension; split final variants by boldness.
BM_040,NOSTALGIA_TRUST,MULTI_BUY,repeat_buyer,mak_mak,SOFT,rumah,family_responsibility,hybrid_video,TikTok_Shop_video,HIGH,HIGH,"""Ibu dalam pantang paling risau kalau urat sejuk kemasukan angin. Badan boleh bisa.""",MEDIUM,Expand as nostalgia_trust angle using PPPP with proof: *Postpartum Gate Approved*. Keep raw sales tension; split final variants by boldness.
BM_041,SEASONAL_CONTEXT,NOSTALGIA_TRUST,cold_scroll,anak_beli_untuk_parent,SOFT,balik_kampung,fear_of_not_having,poster_ad,poster_ads,MEDIUM,LOW,"""Bila musim hujan, rumah rasa lembap dan urat kaki mula rasa ngilu mencucuk tulang?""",LOW,Expand as seasonal_context angle using HSO with proof: Formula herba tahan lama. Keep raw sales tension; split final variants by boldness.
BM_042,FAMILY_HOME,STANDBY_BEFORE_NEED,warm_interest,mak_mak,AGGRESSIVE,rumah,family_responsibility,UGC_talking_head,TikTok_Shop_video,MEDIUM,MEDIUM,"""Anak jenis buas main sampai dahi selalu lebam atau benjol? Mak jangan kecoh.""",MEDIUM,Expand as family_home angle using Hook/Family with proof: Formula asli aman. Keep raw sales tension; split final variants by boldness.
BM_043,PRACTICAL_STORAGE,TRAVEL_CAR_BAG,ready_to_buy,driver_travel,MODERATE,beg,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Kayuh basikal puluhan kilometer tapi tak bawa minyak angin sebab poket penuh?""",MEDIUM,Expand as practical_storage angle using FAB with proof: Botol kecil selit jersey. Keep raw sales tension; split final variants by boldness.
BM_044,PERSONA_SPECIFIC,MULTI_BUY,repeat_buyer,lelaki_bekerja,AGGRESSIVE,kerja,multi_location_logic,UGC_talking_head,TikTok_Shop_video,HIGH,HIGH,"""Kerja berdiri potong rambut atau cuci rambut customer? Malam confirm tumit bisa.""",MEDIUM,Expand as persona_specific angle using PAS with proof: Minyak urut hijau pekat. Keep raw sales tension; split final variants by boldness.
BM_045,TRAVEL_CAR_BAG,VISUAL_RECOGNITION,repeat_buyer,driver_travel,MODERATE,beg,multi_location_logic,POV_scene,TikTok_Shop_video,HIGH,LOW,"""Panjat gunung beg nak kena ringan, tapi minyak urut wajib bawa. Guna yang ni.""",HIGH,Expand as travel_car_bag angle using QUEST with proof: Saiz ringan tebal. Keep raw sales tension; split final variants by boldness.
BM_046,NOSTALGIA_TRUST,TRAVEL_CAR_BAG,cold_scroll,nostalgia_buyer,BOLD,kerja,nostalgia_trust,hybrid_video,TikTok_Shop_video,MEDIUM,MEDIUM,"""Tiap hari naik motor ulang-alik kerja sampai jari-jari rasa kebas semut-semut?""",MEDIUM,Expand as nostalgia_trust angle using AIDA with proof: Formula asli sejak 1958. Keep raw sales tension; split final variants by boldness.
BM_047,NOSTALGIA_TRUST,FAMILY_HOME,ready_to_buy,anak_beli_untuk_parent,AGGRESSIVE,rumah,family_responsibility,hybrid_video,TikTok_Shop_video,LOW,HIGH,"""Orang tua kalau dah start ubat ulu hati sebu berangin, muka confirm berkerut sakit.""",MEDIUM,Expand as nostalgia_trust angle using PASTOR with proof: Petua turun temurun. Keep raw sales tension; split final variants by boldness.
BM_048,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,SOFT,kerja,multi_location_logic,product_only_video,TikTok_Shop_video,MEDIUM,HIGH,"""Kerja bawah tengah panas sampai kepala rasa berpusing pening lalat?""",MEDIUM,Expand as visual_recognition angle using PPPP with proof: Bau segar asli. Keep raw sales tension; split final variants by boldness.
BM_049,PERSONA_SPECIFIC,PRACTICAL_STORAGE,cold_scroll,lelaki_bekerja,AGGRESSIVE,kerja,household_readiness,UGC_talking_head,TikTok_Shop_video,LOW,LOW,"""Content creator yang hadap skrin laptop lama sampai tengkuk kaku macam batu?""",HIGH,Expand as persona_specific angle using PAS with proof: Formula urut serap. Keep raw sales tension; split final variants by boldness.
BM_050,NOSTALGIA_TRUST,FAMILY_HOME,warm_interest,family_home_buyer,MODERATE,rumah,household_readiness,hybrid_video,TikTok_Shop_video,MEDIUM,MEDIUM,"""Rumah melayu tak lengkap kalau laci ruang tamu tak bau minyak angin herba asli.""",HIGH,Expand as nostalgia_trust angle using FAB with proof: Bau herba semula jadi. Keep raw sales tension; split final variants by boldness.
BM_051,NOSTALGIA_TRUST,PRACTICAL_STORAGE,ready_to_buy,nostalgia_buyer,SOFT,rak,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Dah penat guna minyak angin moden yang cuma ada bau chemical tapi herba tarak?""",MEDIUM,Expand as nostalgia_trust angle using Hook/Memory with proof: Sejak 1958 formula asli. Keep raw sales tension; split final variants by boldness.
BM_052,MULTI_BUY,VISUAL_RECOGNITION,repeat_buyer,family_home_buyer,MODERATE,rumah,family_responsibility,carousel,TikTok_Shop_video,HIGH,HIGH,"""Hari minggu waktu terbaik nak urut satu badan. Tapi jangan guna minyak cair boring.""",MEDIUM,Expand as multi_buy angle using BAB with proof: Minyak hijau pekat asli. Keep raw sales tension; split final variants by boldness.
BM_053,VISUAL_RECOGNITION,FAMILY_HOME,ready_to_buy,lelaki_bekerja,BOLD,kerja,fear_of_not_having,product_only_video,TikTok_Shop_video,LOW,LOW,"""Bila stress kerja menimbun, automatik urat tengkuk rasa tebal dan berat sangat?""",MEDIUM,Expand as visual_recognition angle using PAS with proof: Formula urut asli. Keep raw sales tension; split final variants by boldness.
BM_054,TRAVEL_CAR_BAG,PRACTICAL_STORAGE,repeat_buyer,anak_beli_untuk_parent,BOLD,beg,practical_convenience,POV_scene,TikTok_Shop_video,HIGH,LOW,"""Poket jubah surau kalau kosong tak best. Selit sebotol minyak cap burung ni.""",LOW,Expand as travel_car_bag angle using Hook/Family with proof: Botol kecil muat poket. Keep raw sales tension; split final variants by boldness.
BM_055,SEASONAL_CONTEXT,STANDBY_BEFORE_NEED,cold_scroll,family_home_buyer,SOFT,rumah,multi_location_logic,poster_ad,poster_ads,MEDIUM,LOW,"""Balik rumah lepas redah hujan terus urat kaki rasa ngilu sejuk mencucuk?""",MEDIUM,Expand as seasonal_context angle using HSO with proof: Formula hijau asli. Keep raw sales tension; split final variants by boldness.
BM_056,STANDBY_BEFORE_NEED,FAMILY_HOME,warm_interest,anak_beli_untuk_parent,AGGRESSIVE,malam,fear_of_not_having,poster_ad,poster_ads,LOW,MEDIUM,"""Tengah malam perut memulas tajam sebab salah makan petang tadi? Siksa ooo.""",HIGH,Expand as standby_before_need angle using QUEST with proof: Formula turun temurun asli. Keep raw sales tension; split final variants by boldness.
BM_057,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,repeat_buyer,lelaki_bekerja,AGGRESSIVE,rumah,multi_location_logic,POV_scene,TikTok_Shop_video,HIGH,LOW,"""Kaki game yang main sampai subuh confirm wrist tangan rasa kejang guna mouse?""",HIGH,Expand as practical_storage angle using PPPP with proof: Saiz kecil atas meja. Keep raw sales tension; split final variants by boldness.
BM_058,PRACTICAL_STORAGE,VISUAL_RECOGNITION,ready_to_buy,universal_household,AGGRESSIVE,beg,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Pernah terkena minyak angin pecah dalam beg habis jahanam resit dengan phone?""",HIGH,Expand as practical_storage angle using FAB with proof: Botol kaca hijau tebal. Keep raw sales tension; split final variants by boldness.
BM_059,VISUAL_RECOGNITION,PRACTICAL_STORAGE,ready_to_buy,lelaki_bekerja,BOLD,kerja,visual_recognition,product_only_video,TikTok_Shop_video,LOW,LOW,"""Lengan rasa lenguh kejang sbb angkat barang ofis naik turun tangga?""",MEDIUM,Expand as visual_recognition angle using AIDA with proof: Formula herba asli. Keep raw sales tension; split final variants by boldness.
BM_060,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,MODERATE,malam,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Jangan gadaikan urat badan kau dekat produk OEM semalam suntuk baru nak up.""",HIGH,Expand as nostalgia_trust angle using Hook/Memory with proof: Label burung sejak 1958. Keep raw sales tension; split final variants by boldness.
